Date,Item Name,Tonnage
2026-02-26,Metallic Scrap,3.55
2026-02-27,Metallic Scrap,1.71
2026-02-25,Metallic Scrap,4.22
2026-02-14,Wooden Scrap,0.95
2026-02-16,Wooden Scrap,1.74
2026-02-14,Wooden Scrap,1.3
2026-02-19,Wooden Scrap,0.5
2026-02-18,Wooden Scrap,1.5
2026-02-16,Wooden Scrap,2.5
