Date,Item Name,Tonnage
2026-02-26,Wooden Scrap,1.35
2026-02-24,Wooden Scrap,0.9
2025-12-05,Brass Scrap,0.3
2026-02-23,Bearing Scrap,2.06
2026-02-25,Metallic Scrap,9.86
2026-02-24,Metallic Scrap,11.5
2026-02-21,Metallic Scrap,3.0
2026-02-25,Wooden Scrap,1.5
2026-02-02,Wooden Scrap,1.2
