image_name,area_code
1.22042026114711.jpg,32
2.22042026161107.jpg,34
3.23042026104633.jpg,34
4.23042026105005.jpg,34
5.23042026111459.jpg,34
5.23042026111728.jpg,34
7.23042026112432.jpg,34
8.24042026100952.jpg,34
9.24042026103434.jpg,34
9.24042026103833.jpg,34
11.24042026104145.jpg,34
11.24042026104326.jpg,34
11.24042026104529.jpg,34
14.24042026111732.jpg,34
14.24042026111911.jpg,34
14.24042026112127.jpg,34
14.24042026112253.jpg,34
18.24042026112716.jpg,34
18.24042026113401.jpg,34
18.24042026113820.jpg,34
18.24042026114128.jpg,34
22.24042026114707.jpg,34
23.25042026100028.jpg,34
23.25042026100805.jpg,34
23.25042026100329.jpg,34
26.25042026101157.jpg,34
26.25042026101850.jpg,34
