before_image_name,text
1.04022026091051.jpg,ICWMILL SUB STORE
1.04022026091123.jpg,ICWMILL SUB STORE
1.04022026091130.jpg,ICWMILL SUB STORE
4.04022026104541.jpg,DMF TANK AREA
4.04022026104648.jpg,DMF TANK AREA
