id,zone,dept,image_type,item_file,spec_file,status,submitted_at
ed82ddb3925d,DIC Agglo,SP1,red_tag,c10676b48102.20022026112653.jpg,c10676b48102.1.20022026112653.jpg,approved,2026-04-18 19:01:20
