id,zone,dept,image_type,image_file,before_file,status,submitted_at
8a26b6a6,DIC Mill,CRM1 & Service centres,after,27.1.12022026130717.jpg,27.12022026130717.jpg,pending,04-06-2026 17:44:23
2da74a89,DIC Mill,CRM1 & Service centres,after,27.1.12022026130617.jpg,27.12022026130617.jpg,pending,04-06-2026 17:44:26
f429a6e7,DIC Mill,CRM1 & Service centres,after,27.1.12022026130517.jpg,27.12022026130517.jpg,pending,04-06-2026 17:44:33
2012b8f8,DIC Mill,CRM1 & Service centres,after,27.1.12022026130417.jpg,27.12022026130417.jpg,pending,04-06-2026 17:44:36
9bae2112,DIC Mill,CRM1 & Service centres,before,56.15022026130310.jpg,56.15022026130310.jpg,pending,04-06-2026 17:52:44
a0206539,DIC Mill,CRM1 & Service centres,before,41.13022026175255.jpg,41.13022026175255.jpg,pending,05-06-2026 16:56:51
4ef177a1,DIC Mill,CRM1 & Service centres,before,41.13022026175258.jpg,41.13022026175258.jpg,pending,05-06-2026 16:56:55
a68ddfc8,DIC Mill,CRM1 & Service centres,after,27.1.12022026131017.jpg,27.12022026131017.jpg,pending,05-06-2026 17:07:02
496427f7,DIC Mill,CRM1 & Service centres,after,27.1.12022026130917.jpg,27.12022026130917.jpg,pending,05-06-2026 17:07:13
8f7b564f,DIC Mill,CRM1 & Service centres,after,27.1.12022026130817.jpg,27.12022026130817.jpg,pending,05-06-2026 17:07:20
e5eedcaa,DIC Mill,CRM1 & Service centres,after,27.1.12022026130717.jpg,27.12022026130717.jpg,pending,05-06-2026 17:07:28
0fd05dec,DIC Mill,CRM1 & Service centres,after,27.1.12022026130617.jpg,27.12022026130617.jpg,pending,05-06-2026 17:07:36
06d6a32c,DIC Mill,CRM1 & Service centres,after,27.1.12022026130517.jpg,27.12022026130517.jpg,pending,05-06-2026 17:07:47
4125d9fa,DIC Mill,CRM1 & Service centres,after,27.1.12022026130417.jpg,27.12022026130417.jpg,pending,05-06-2026 17:07:51
fb43e550,DIC Mill,CRM1 & Service centres,before,41.13022026175258.jpg,41.13022026175258.jpg,pending,05-06-2026 17:15:53
1f1e3ac2,DIC Mill,CRM1 & Service centres,before,41.13022026175255.jpg,41.13022026175255.jpg,pending,05-06-2026 17:15:55
4be6c8ae,DIC Mill,HSM1,after,110.1.17052026170220.jpg,110.17052026170220.jpg,pending,12-06-2026 09:22:35
c25c96c3,DIC Mill,HSM1,before,110.17052026170220.jpg,110.17052026170220.jpg,pending,12-06-2026 09:22:38
81762567,DIC Mill,HSM1,after,116.1.05062026204516.jpg,116.05062026204516.jpg,pending,12-06-2026 09:26:27
f8fbb90e,DIC Mill,HSM1,before,116.05062026204516.jpg,116.05062026204516.jpg,pending,12-06-2026 09:26:29
1a2fd879,DIC Mill,HSM1,after,116.1.05062026175650.jpg,116.05062026175650.jpg,pending,12-06-2026 09:26:41
d5ff88cd,DIC Mill,HSM1,before,116.05062026175650.jpg,116.05062026175650.jpg,pending,12-06-2026 09:26:43
27905701,DIC Mill,HSM1,after,116.1.01062026122222.jpg,116.01062026122222.jpg,pending,12-06-2026 09:26:46
cb278984,DIC Mill,HSM1,before,116.01062026122222.jpg,116.01062026122222.jpg,pending,12-06-2026 09:26:48
c39ae877,DIC Mill,HSM1,after,116.1.01062026122147.jpg,116.01062026122147.jpg,pending,12-06-2026 09:27:55
9f9f8a19,DIC Mill,HSM1,before,116.01062026122147.jpg,116.01062026122147.jpg,pending,12-06-2026 09:27:56
2dc06a64,DIC Mill,HSM1,after,110.1.17052026170140.jpg,110.17052026170140.jpg,pending,12-06-2026 09:28:26
9d1b857e,DIC Mill,HSM1,before,110.17052026170140.jpg,110.17052026170140.jpg,pending,12-06-2026 09:28:28
b1c11ccd,DIC Mill,HSM1,after,110.1.17052026170140.jpg,110.17052026170140.jpg,pending,12-06-2026 09:48:06
38609634,DIC Mill,HSM1,before,110.17052026170140.jpg,110.17052026170140.jpg,pending,12-06-2026 09:48:08
8822ff93,DIC Mill,HSM1,after,110.1.17052026170220.jpg,110.17052026170220.jpg,pending,12-06-2026 09:48:14
fd4a3810,DIC Mill,HSM1,before,110.17052026170220.jpg,110.17052026170220.jpg,pending,12-06-2026 09:48:16
264aec8e,DIC Mill,CRM1 & Service centres,after,136.1.04062026180041.jpg,136.04062026180041.jpg,pending,16-06-2026 10:58:46
7b45b7e7,DIC Mill,CRM1 & Service centres,before,136.04062026180041.jpg,136.04062026180041.jpg,pending,16-06-2026 10:58:47
3d9d567f,DIC Mill,CRM1 & Service centres,before,41.13022026175255.jpg,41.13022026175255.jpg,pending,16-06-2026 12:56:21
59f54bc4,DIC Mill,CRM1 & Service centres,before,41.13022026175258.jpg,41.13022026175258.jpg,pending,16-06-2026 12:56:26
3a6d00d4,DIC Mill,CRM1 & Service centres,before,72.17022026121429.jpg,72.17022026121429.jpg,pending,27-06-2026 11:35:40
f5d7fc26,DIC Mill,CRM1 & Service centres,before,71.17022026121347.jpg,71.17022026121347.jpg,pending,27-06-2026 11:35:44
4e0a5aca,DIC Mill,CRM1 & Service centres,before,41.13022026175258.jpg,41.13022026175258.jpg,pending,27-06-2026 15:54:47
7dd0add1,DIC Mill,CRM1 & Service centres,before,41.13022026175255.jpg,41.13022026175255.jpg,pending,27-06-2026 15:54:49
c6fff6be,Logistics,Logistics,before,626.20042026095948.jpg,626.20042026095948.jpg,approved,29-06-2026 10:25:53
69739833,DIC Mill,CRM1 & Service centres,before,62.17022026120447.jpg,62.17022026120447.jpg,approved,29-06-2026 10:55:21
4ae1025b,DIC Steel,SMS3,before,58.16042026170402.jpg,58.16042026170402.jpg,approved,29-06-2026 12:37:20
b503db4a,DIC Steel,SMS3,after,58.1.16042026170402.jpg,58.16042026170402.jpg,approved,29-06-2026 12:37:23
97a7b387,DIC Mill,CRM1 & Service centres,before,7.11022026170528.jpg,7.11022026170528.jpg,approved,30-06-2026 12:14:33
87e2a797,DIC Mill,CRM1 & Service centres,after,49.1.14022026113942.jpg,49.14022026113942.jpg,approved,30-06-2026 12:33:23
0c641745,DIC Mill,WRM-1 & BRM-1,before,26.24032026175350.jpg,26.24032026175350.jpg,approved,03-07-2026 14:53:16
3372cdf5,DIC Mill,WRM-1 & BRM-1,before,26.24032026175250.jpg,26.24032026175250.jpg,approved,03-07-2026 14:53:19
94716e1c,DIC Mill,WRM-1 & BRM-1,before,26.24032026175050.jpg,26.24032026175050.jpg,approved,03-07-2026 14:53:36
e74714bf,DIC Mill,WRM-1 & BRM-1,before,26.24032026174755.jpg,26.24032026174755.jpg,approved,03-07-2026 14:53:45
5dcc8144,DIC Mill,WRM-1 & BRM-1,before,26.24032026174750.jpg,26.24032026174750.jpg,approved,03-07-2026 14:53:50
b173ac4d,DIC Mill,WRM-1 & BRM-1,before,26.24032026175355.jpg,26.24032026175355.jpg,approved,03-07-2026 14:54:00
b8172efb,DIC Mill,WRM-1 & BRM-1,before,26.24032026174655.jpg,26.24032026174655.jpg,approved,03-07-2026 14:56:08
e1a21170,DIC Mill,WRM-1 & BRM-1,before,26.24032026174650.jpg,26.24032026174650.jpg,pending,03-07-2026 14:56:10
8ff97b1c,DIC Mill,WRM-1 & BRM-1,before,26.24032026174355.jpg,26.24032026174355.jpg,pending,03-07-2026 14:56:17
c72f565d,DIC Mill,WRM-1 & BRM-1,before,26.24032026174150.jpg,26.24032026174150.jpg,pending,03-07-2026 14:56:21
e376a0ce,DIC Mill,WRM-1 & BRM-1,before,26.24032026174055.jpg,26.24032026174055.jpg,rejected,03-07-2026 14:56:25
1a260f40,DIC Mill,WRM-1 & BRM-1,before,26.24032026173750.jpg,26.24032026173750.jpg,approved,03-07-2026 14:56:51
9e6ca608,DIC Mill,WRM-1 & BRM-1,before,26.24032026173450.jpg,26.24032026173450.jpg,approved,03-07-2026 14:56:57
5d795dd6,DIC Mill,HSM1,before,116.01062026122147.jpg,116.01062026122147.jpg,pending,07-07-2026 17:31:29
b554cf5e,DIC Mill,HSM1,before,116.01062026122147.jpg,116.01062026122147.jpg,pending,07-07-2026 17:31:32
57ac9495,DIC Mill,HSM1,after,116.1.01062026122147.jpg,116.01062026122147.jpg,pending,07-07-2026 17:31:35
1dec89c0,DIC Utility,Energy & Oxygen Plants,before,1.28032026181559.jpg,1.28032026181559.jpg,pending,13-07-2026 16:00:13
9e979d0e,DIC Utility,Energy & Oxygen Plants,after,1.1.28032026181559.jpg,1.28032026181559.jpg,pending,13-07-2026 16:00:18
6b43e2ac,DIC Mill,HSM-3,before,1.30042026161140.jpg,1.30042026161140.jpg,pending,20-07-2026 10:46:05
9d81ba40,DIC Mill,HSM-3,after,1.1.30042026161140.jpg,1.30042026161140.jpg,pending,20-07-2026 10:46:08
a1fd64ab,DIC Mill,HSM-3,before,5.11052026122922.jpg,5.11052026122922.jpg,pending,20-07-2026 10:49:08
2647d077,DIC Iron Making,BF3&4,before,33.06032026142457.jpg,33.06032026142457.jpg,approved,21-07-2026 10:32:22
a3b89909,DIC Mill,CRM2,before,68.18042026102129.jpg,68.18042026102129.jpg,pending,21-07-2026 11:48:32
eda07d55,DIC Mill,CRM2,before,68.18042026102129.jpg,68.18042026102129.jpg,pending,21-07-2026 11:51:41
b462ce01,DIC Mill,CRM2,before,68.18042026102129.jpg,68.18042026102129.jpg,pending,21-07-2026 11:51:42
e73e2d00,DIC Mill,CRM2,before,68.18042026102129.jpg,68.18042026102129.jpg,pending,21-07-2026 11:51:43
6f57103c,DIC Mill,CRM2,before,68.18042026102129.jpg,68.18042026102129.jpg,pending,21-07-2026 11:51:44
9a3e9e2b,DIC Iron Making,IM5MT,after,183.1.06032026133119.jpg,183.06032026133119.jpg,pending,29-07-2026 15:04:58
0c55efb7,DIC Iron Making,IM5MT,after,183.1.06032026133119.jpg,183.06032026133119.jpg,pending,29-07-2026 15:05:03
66d38428,DIC Agglo,OBP2,before,2.09032026123816.jpg,2.09032026123816.jpg,pending,18-08-2026 15:45:39
04541d62,DIC Agglo,OBP2,before,2.09032026123920.jpg,2.09032026123920.jpg,pending,18-08-2026 15:46:26
537cfd52,DIC Agglo,OBP2,after,2.1.09032026123907.jpg,2.09032026123907.jpg,pending,18-08-2026 16:55:12
e569bc9f,DIC Agglo,OBP2,after,2.1.09032026123907.jpg,2.09032026123907.jpg,pending,18-08-2026 16:55:32
0f5348dd,DIC Agglo,SP1,before,51.10032026143954.jpg,51.10032026143954.jpg,pending,21-08-2026 16:37:58
06f74e46,DIC Steel,"LCP1,2,3,4&5",after,172.1.13042026183157.jpg,172.13042026183157.jpg,pending,22-08-2026 13:11:25
af5f13c3,DIC Steel,"LCP1,2,3,4&5",after,172.1.13042026182957.jpg,172.13042026182957.jpg,pending,22-08-2026 13:11:35
fe4b6a5a,DIC Steel,"LCP1,2,3,4&5",before,172.13042026182457.jpg,172.13042026182457.jpg,pending,22-08-2026 13:12:01
4236e140,DIC Steel,"LCP1,2,3,4&5",before,172.13042026182357.jpg,172.13042026182357.jpg,pending,22-08-2026 13:12:04
3ef6d887,DIC Steel,"LCP1,2,3,4&5",before,172.13042026182257.jpg,172.13042026182257.jpg,pending,22-08-2026 13:12:07
e4c8d866,DIC Steel,"LCP1,2,3,4&5",before,172.13042026182057.jpg,172.13042026182057.jpg,pending,22-08-2026 13:12:12
52e9d8ca,DIC Steel,"LCP1,2,3,4&5",before,172.13042026181957.jpg,172.13042026181957.jpg,pending,22-08-2026 13:12:15
1d47136c,DIC Steel,"LCP1,2,3,4&5",before,172.13042026181857.jpg,172.13042026181857.jpg,pending,22-08-2026 13:12:21
d1cb97d7,DIC Steel,"LCP1,2,3,4&5",before,172.13042026181757.jpg,172.13042026181757.jpg,pending,22-08-2026 13:12:25
1ba66ba3,DIC Steel,"LCP1,2,3,4&5",before,172.13042026181557.jpg,172.13042026181557.jpg,pending,22-08-2026 13:12:32
491609ca,DIC Steel,"LCP1,2,3,4&5",before,172.13042026181457.jpg,172.13042026181457.jpg,pending,22-08-2026 13:12:34
d1765abf,DIC Steel,"LCP1,2,3,4&5",before,172.13042026181357.jpg,172.13042026181357.jpg,pending,22-08-2026 13:12:39
cf862c1c,DIC Steel,"LCP1,2,3,4&5",before,172.13042026131438.jpg,172.13042026131438.jpg,pending,22-08-2026 13:13:08
41c266e9,DIC Steel,"LCP1,2,3,4&5",before,172.13042026131138.jpg,172.13042026131138.jpg,pending,22-08-2026 13:13:16
f7833ca7,DIC Steel,"LCP1,2,3,4&5",before,172.13042026131038.jpg,172.13042026131038.jpg,pending,22-08-2026 13:13:20
66974459,DIC Steel,"LCP1,2,3,4&5",before,172.13042026130938.jpg,172.13042026130938.jpg,pending,22-08-2026 13:13:24
354f8cfb,DIC Steel,"LCP1,2,3,4&5",before,172.13042026130538.jpg,172.13042026130538.jpg,pending,22-08-2026 13:13:39
6b8a8671,DIC Steel,"LCP1,2,3,4&5",before,172.13042026130038.jpg,172.13042026130038.jpg,pending,22-08-2026 13:13:47
8dbf2201,DIC Steel,"LCP1,2,3,4&5",before,172.13042026125838.jpg,172.13042026125838.jpg,pending,22-08-2026 13:13:54
f3668f6e,DIC Steel,"LCP1,2,3,4&5",before,172.13042026125738.jpg,172.13042026125738.jpg,pending,22-08-2026 13:14:00
eaeae67f,DIC Steel,"LCP1,2,3,4&5",before,172.13042026125638.jpg,172.13042026125638.jpg,pending,22-08-2026 13:14:04
6139110e,DIC Steel,"LCP1,2,3,4&5",before,172.13042026125538.jpg,172.13042026125538.jpg,pending,22-08-2026 13:14:07
33e46e11,DIC Steel,"LCP1,2,3,4&5",before,172.13042026125238.jpg,172.13042026125238.jpg,pending,22-08-2026 13:14:12
e14817dd,DIC Steel,"LCP1,2,3,4&5",before,172.13042026125138.jpg,172.13042026125138.jpg,pending,22-08-2026 13:14:17
fb4651a3,DIC Steel,"LCP1,2,3,4&5",before,172.13042026182457.jpg,172.13042026182457.jpg,pending,22-08-2026 13:16:24
096d3951,DIC Steel,"LCP1,2,3,4&5",before,172.13042026182457.jpg,172.13042026182457.jpg,pending,22-08-2026 15:25:41
a08d69f9,DIC Steel,"LCP1,2,3,4&5",before,172.13042026182357.jpg,172.13042026182357.jpg,pending,22-08-2026 15:25:46
14b74327,DIC Steel,"LCP1,2,3,4&5",before,172.13042026182257.jpg,172.13042026182257.jpg,pending,22-08-2026 15:25:50
b6cce2f0,DIC Steel,"LCP1,2,3,4&5",before,172.13042026182057.jpg,172.13042026182057.jpg,pending,22-08-2026 15:25:56
c74f0e7d,DIC Steel,"LCP1,2,3,4&5",before,172.13042026181957.jpg,172.13042026181957.jpg,pending,22-08-2026 15:26:00
421e5118,DIC Steel,"LCP1,2,3,4&5",before,172.13042026181857.jpg,172.13042026181857.jpg,pending,22-08-2026 15:26:04
c1796800,DIC Steel,"LCP1,2,3,4&5",before,172.13042026181757.jpg,172.13042026181757.jpg,pending,22-08-2026 15:26:08
f88202d7,DIC Steel,"LCP1,2,3,4&5",before,172.13042026181657.jpg,172.13042026181657.jpg,pending,22-08-2026 15:26:48
98346e80,DIC Steel,"LCP1,2,3,4&5",before,172.13042026181557.jpg,172.13042026181557.jpg,pending,22-08-2026 15:26:51
6a108546,DIC Steel,"LCP1,2,3,4&5",before,172.13042026181457.jpg,172.13042026181457.jpg,pending,22-08-2026 15:26:54
994e2a7a,DIC Steel,"LCP1,2,3,4&5",before,172.13042026131438.jpg,172.13042026131438.jpg,pending,22-08-2026 15:29:00
275dd0f1,DIC Steel,"LCP1,2,3,4&5",before,172.13042026131138.jpg,172.13042026131138.jpg,pending,22-08-2026 15:29:07
6a59ed88,DIC Steel,"LCP1,2,3,4&5",before,172.13042026131038.jpg,172.13042026131038.jpg,pending,22-08-2026 15:29:10
ce2a9339,DIC Steel,"LCP1,2,3,4&5",before,172.13042026130938.jpg,172.13042026130938.jpg,pending,22-08-2026 15:29:15
5895d4c7,DIC Steel,"LCP1,2,3,4&5",before,172.13042026130838.jpg,172.13042026130838.jpg,pending,22-08-2026 15:29:41
9c7ace24,DIC Steel,"LCP1,2,3,4&5",before,172.13042026130738.jpg,172.13042026130738.jpg,pending,22-08-2026 15:29:44
cbd9f212,DIC Steel,"LCP1,2,3,4&5",before,172.13042026130638.jpg,172.13042026130638.jpg,pending,22-08-2026 15:29:47
0d14efa5,DIC Steel,"LCP1,2,3,4&5",before,172.13042026130538.jpg,172.13042026130538.jpg,pending,22-08-2026 15:29:49
38914334,DIC Steel,"LCP1,2,3,4&5",before,172.13042026130038.jpg,172.13042026130038.jpg,pending,22-08-2026 15:30:07
39b89978,DIC Steel,"LCP1,2,3,4&5",before,172.13042026125738.jpg,172.13042026125738.jpg,pending,22-08-2026 15:30:19
36bf7889,DIC Steel,"LCP1,2,3,4&5",before,172.13042026125638.jpg,172.13042026125638.jpg,pending,22-08-2026 15:30:29
b4a4a69e,DIC Steel,"LCP1,2,3,4&5",before,172.13042026125538.jpg,172.13042026125538.jpg,pending,22-08-2026 15:30:31
28e684c0,DIC Steel,"LCP1,2,3,4&5",before,172.13042026125238.jpg,172.13042026125238.jpg,pending,22-08-2026 15:30:36
b1269e64,DIC Steel,"LCP1,2,3,4&5",before,172.13042026125138.jpg,172.13042026125138.jpg,pending,22-08-2026 15:30:40
07c25cb3,DIC Steel,"LCP1,2,3,4&5",before,1.07032026172540.jpg,1.07032026172540.jpg,pending,22-08-2026 15:30:50
b0f3f814,DIC Steel,"LCP1,2,3,4&5",before,1.07032026172327.jpg,1.07032026172327.jpg,pending,22-08-2026 15:31:07
361273d7,DIC Steel,"LCP1,2,3,4&5",before,1.07032026171627.jpg,1.07032026171627.jpg,pending,22-08-2026 15:31:56
58d4889f,DIC Steel,"LCP1,2,3,4&5",before,1.07032026171040.jpg,1.07032026171040.jpg,pending,22-08-2026 15:32:31
3945576d,DIC Steel,"LCP1,2,3,4&5",before,1.07032026170634.jpg,1.07032026170634.jpg,pending,22-08-2026 15:33:51
06b2196a,DIC Steel,"LCP1,2,3,4&5",before,1.07032026170534.jpg,1.07032026170534.jpg,pending,22-08-2026 15:34:21
e07dcb9b,DIC Steel,"LCP1,2,3,4&5",before,1.07032026165826.jpg,1.07032026165826.jpg,pending,22-08-2026 15:36:38
96ea26f5,DIC Steel,"LCP1,2,3,4&5",before,1.07032026165844.jpg,1.07032026165844.jpg,pending,22-08-2026 15:36:47
d21f9110,DIC Steel,"LCP1,2,3,4&5",before,1.07032026165904.jpg,1.07032026165904.jpg,pending,22-08-2026 15:36:52
13ddab7c,DIC Steel,"LCP1,2,3,4&5",before,1.07032026165840.jpg,1.07032026165840.jpg,pending,22-08-2026 15:36:59
77264467,DIC Steel,"LCP1,2,3,4&5",before,1.07032026170004.jpg,1.07032026170004.jpg,pending,22-08-2026 16:02:35
73832ce0,DIC Steel,"LCP1,2,3,4&5",before,1.07032026170104.jpg,1.07032026170104.jpg,pending,22-08-2026 16:04:16
86a9b8cf,DIC Steel,"LCP1,2,3,4&5",before,1.07032026170540.jpg,1.07032026170540.jpg,pending,22-08-2026 16:14:40
a5f2ba60,DIC Steel,"LCP1,2,3,4&5",before,172.13042026125838.jpg,172.13042026125838.jpg,pending,22-08-2026 16:24:28
8ff36e01,DIC Agglo,OBP2,before,2.09032026130420.jpg,2.09032026130420.jpg,pending,24-08-2026 17:52:23
2f726478,DIC Agglo,OBP2,before,2.09032026123916.jpg,2.09032026123916.jpg,pending,25-08-2026 15:13:33
