source_file,department,section,sub_section,kpi_name,uom,type,date,value
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2022-04-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2022-05-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2022-06-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2022-07-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2022-08-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2022-09-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2022-10-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2022-11-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2022-12-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2023-01-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2023-02-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2023-03-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2023-04-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2023-05-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2023-06-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2023-07-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2023-08-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2023-09-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2023-10-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2023-11-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2023-12-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2024-01-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2024-02-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2024-03-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2024-04-01,81.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2024-05-01,81.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2024-06-01,81.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2024-07-01,81.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2024-08-01,81.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2024-09-01,81.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2024-10-01,81.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2024-11-01,81.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2024-12-01,81.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2025-01-01,81.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2025-02-01,81.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Plan,2025-03-01,81.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2022-04-01,79.13
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2022-05-01,79.33
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2022-06-01,78.55
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2022-07-01,79.58
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2022-08-01,79.41
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2022-09-01,78.76
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2022-10-01,78.47
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2022-11-01,70.24
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2022-12-01,72.6
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2023-01-01,77.69
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2023-02-01,77.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2023-03-01,78.52
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2023-04-01,83.63338883920156
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2023-05-01,84.12969468572774
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2023-06-01,83.52154858383093
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2023-07-01,84.10709223642185
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2023-08-01,84.52371547691203
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2023-09-01,84.2316898140231
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2023-10-01,83.88212694207037
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2023-11-01,78.74729132764412
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2023-12-01,76.21093874393893
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2024-01-01,78.12171475780487
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2024-02-01,78.21559430311919
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2024-03-01,79.14225798727391
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2024-04-01,82.4
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2024-05-01,80.72250129862215
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2024-06-01,79.93
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2024-07-01,80.99
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2024-08-01,81.04
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 3,%,Actual,2024-09-01,84.44
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2022-04-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2022-05-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2022-06-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2022-07-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2022-08-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2022-09-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2022-10-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2022-11-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2022-12-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2023-01-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2023-02-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2023-03-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2023-04-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2023-05-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2023-06-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2023-07-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2023-08-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2023-09-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2023-10-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2023-11-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2023-12-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2024-01-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2024-02-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2024-03-01,79.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2024-04-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2024-05-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2024-06-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2024-07-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2024-08-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2024-09-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2024-10-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2024-11-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2024-12-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2025-01-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2025-02-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Plan,2025-03-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2022-04-01,88.37
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2022-05-01,88.99
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2022-06-01,89.47
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2022-07-01,89.3
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2022-08-01,87.98
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2022-09-01,88.99
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2022-10-01,89.57
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2022-11-01,80.56
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2022-12-01,83.94
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2023-01-01,87.98
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2023-02-01,87.99
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2023-03-01,88.71
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2023-04-01,81.59523018029711
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2023-05-01,81.18186684748375
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2023-06-01,79.03061268350329
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2023-07-01,81.20013240744666
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2023-08-01,82.32459404052
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2023-09-01,79.22169168244315
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2023-10-01,69.14216962296899
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2023-11-01,78.95800818105856
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2023-12-01,76.7246287280117
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2024-01-01,77.60478012804532
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2024-02-01,77.53041209984706
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2024-03-01,78.49452415878963
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2024-04-01,80.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2024-05-01,78.68
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2024-06-01,76.81
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2024-07-01,76.62
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2024-08-01,77.79
DWM CO3 & CO4  May26.xlsm,Coke Ovens,,,OPE of Coke oven 4,%,Actual,2024-09-01,80.88
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2022-04-01,68.68847997798362
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2022-05-01,68.57323781144281
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2022-06-01,55.07592171542715
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2022-07-01,68.7281188331886
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2022-08-01,34.75480712893072
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2022-09-01,68.67091270549295
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2022-10-01,51.27086169228534
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2022-11-01,51.83023740179371
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2022-12-01,51.79366353676274
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2023-01-01,51.85395596557725
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2023-02-01,67.30630078400901
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2023-03-01,68.00537008375949
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2023-04-01,69.0464555747994
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2023-05-01,69.02366104360152
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2023-06-01,64.2220920613738
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2023-07-01,54.58292424908583
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2023-08-01,69.03458831121841
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2023-09-01,52.76444914983599
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2023-10-01,52.715272280814936
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2023-11-01,52.764449149836
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2023-12-01,54.40379107641952
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2024-01-01,69.07955519666336
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2024-02-01,64.03063138615208
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2024-03-01,63.883584216229266
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2024-04-01,59.8
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2024-05-01,59.8
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2024-06-01,59.8
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2024-07-01,59.8
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2024-08-01,59.8
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2024-09-01,59.8
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2024-10-01,59.8
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2024-11-01,59.8
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2024-12-01,59.8
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2025-01-01,59.8
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2025-02-01,59.8
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Plan,2025-03-01,59.8
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2022-04-01,67.18
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2022-05-01,67.81
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2022-06-01,55.59027777777778
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2022-07-01,68.17876344086022
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2022-08-01,69.49059139784946
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2022-09-01,69.325
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2022-10-01,70.69892473118277
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2022-11-01,50.645833333333336
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2022-12-01,67.7016129032258
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2023-01-01,68.52822580645162
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2023-02-01,69.30654761904762
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2023-03-01,68.89516129032259
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2023-04-01,67.15277777777777
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2023-05-01,66.36693548387096
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2023-06-01,57.95277777777779
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2023-07-01,64.8225806451613
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2023-08-01,69.75
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2023-09-01,66.63333333333331
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2023-10-01,63.743279569892465
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2023-11-01,67.22083333333335
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2023-12-01,63.2486559139785
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2024-01-01,57.33870967741935
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2024-02-01,66.90517241379311
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2024-03-01,67.27016129032258
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2024-04-01,66.79444444444444
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2024-05-01,67.24596774193547
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2024-06-01,55.152777777777764
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2024-07-01,66.18951612903227
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2024-08-01,66.74
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CDQ PP,CDQ Power Gen,MWH,Actual,2024-09-01,68.14
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CO 3,Coke Oven 3 Utility Consumption,Rs/Tons,Plan,2023-04-01,2500.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CO 3,Coke Oven 3 Utility Consumption,Rs/Tons,Plan,2023-05-01,2500.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CO 3,Coke Oven 3 Utility Consumption,Rs/Tons,Plan,2023-06-01,2500.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CO 3,Coke Oven 3 Utility Consumption,Rs/Tons,Plan,2023-07-01,2500.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CO 3,Coke Oven 3 Utility Consumption,Rs/Tons,Plan,2023-08-01,2500.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CO 3,Coke Oven 3 Utility Consumption,Rs/Tons,Plan,2023-09-01,2500.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CO 3,Coke Oven 3 Utility Consumption,Rs/Tons,Plan,2023-10-01,2500.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CO 3,Coke Oven 3 Utility Consumption,Rs/Tons,Plan,2023-11-01,2500.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CO 3,Coke Oven 3 Utility Consumption,Rs/Tons,Plan,2023-12-01,2500.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CO 3,Coke Oven 3 Utility Consumption,Rs/Tons,Plan,2024-01-01,2500.0
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3&4,CO 3,Coke Oven 3 Utility Consumption,Rs/Tons,Plan,2024-02-01,2500.0
