id,dept,model,item_file,spec_file,total_items,total_evaluation,sorted,status,submitted_at,contact_phone
d592dd6477f4,CRM-1,CRM-1 SPM-ECR,d592dd6477f4.02072026195454.jpg,d592dd6477f4.1.02072026195454.jpg,6,36,no,pending,2026-07-02 19:54:54,
