source_file,department,section,sub_section,kpi_name,sheet_name,month_year,date,actual,plan,ucl,cl,lcl
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Daywise Prod. compliance as per BP CO 3,Daywise Prod Comp BP CO 3,2026-05-31,2026-05-31,100.22420121422482,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-01,90.65164635946802,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-02,92.4000361359315,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-03,92.74178158105096,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-04,92.90969229213806,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-05,92.05156112247148,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-06,93.3256120143306,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-07,93.71590138137235,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-08,90.29696604666827,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-09,91.29388174464731,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-10,92.70013910169148,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-11,90.61676671021456,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-12,94.2394616888311,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-13,95.1362116645689,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-14,95.82508702513299,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-15,95.1294009874762,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-16,93.86796071162115,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-17,94.49560018754836,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-18,96.63645173156378,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-19,,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-20,,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-21,,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-22,,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-23,,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-24,,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-25,,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-26,,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-27,,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-28,,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-29,,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-30,,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Daywise Prod. compliance as per BP CO 4,Daywise Prod Comp BP CO 4,2026-05-31,2026-05-31,,100.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-01,4042.198083652265,4046.4724999036157,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-02,4045.772783436603,3884.3344724882427,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-03,4043.51484178958,3948.814700271085,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-04,,4038.718780143321,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-05,,4038.718780143321,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-06,,4038.718780143321,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-07,,4038.718780143321,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-08,,4038.718780143321,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-09,,4038.718780143321,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-10,,4038.718780143321,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-11,,4038.718780143321,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-12,,4038.718780143321,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-13,,4038.718780143321,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-14,,4038.718780143321,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-15,,4052.2711746100645,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-16,,3889.90080021135,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-17,,3962.0654110552227,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-18,,4052.2711746100645,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-19,,4052.2711746100645,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-20,,4052.2711746100645,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-21,,4052.2711746100645,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-22,,4052.2711746100645,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-23,,4052.2711746100645,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-24,,4052.2711746100645,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-25,,4040.6405949696223,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-26,,4040.6405949696223,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-27,,4040.6405949696223,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-28,,4040.6405949696223,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-29,,4040.6405949696223,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-30,,4040.6405949696223,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #3,NA,Coke Production CO#3 Total/Month,MKPI CO 3 COKE PRODUCTION Tr,2026-05-31,2026-05-31,,4028.0,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-01,4670.630264989415,5074.515706301444,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-02,4758.958916496351,5074.515706301444,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-03,4776.223896383785,5064.792083391167,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-04,,5064.792083391167,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-05,,5064.792083391167,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-06,,5064.792083391167,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-07,,5064.792083391167,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-08,,5064.792083391167,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-09,,4938.864717571525,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-10,,4974.843964948565,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-11,,5010.823212325606,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-12,,5064.792083391167,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-13,,5064.792083391167,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-14,,5064.792083391167,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-15,,5081.787587149345,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-16,,5081.787587149345,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-17,,5081.787587149345,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-18,,5081.787587149345,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-19,,5081.787587149345,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-20,,5081.787587149345,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-21,,5081.787587149345,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-22,,5081.787587149345,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-23,,4955.437657286837,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-24,,4991.537637247552,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-25,,5013.207600758088,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-26,,5067.202152783928,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-27,,5067.202152783928,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-28,,5067.202152783928,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-29,,5067.202152783928,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-30,,5067.202152783928,,,
DWM CO3 & CO4  May26.xlsm,Coke Ovens,Coke Oven #4,NA,Coke Production CO#4,MKPI CO 4 COKE PRODUCTION Tr,2026-05-31,2026-05-31,,5054.0,,,
